time,open,high,low,close,Volume,Volume MA
2021-01-15T09:00:00-03:00,122650,122720,120095,120353,152330,152963.5
2021-01-18T09:00:00-03:00,120720,122825,119975,121263,142835,154300.25
2021-01-19T09:00:00-03:00,122300,122435,119250,120626,163540,152858.25
2021-01-20T09:00:00-03:00,120625,121510,118680,119707,134710,153708
2021-01-21T09:00:00-03:00,120035,120315,117750,118416,158145,151991.5
2021-01-22T09:00:00-03:00,116910,117940,116075,117450,139130,148726.5
2021-01-26T09:00:00-03:00,116655,119185,116000,116250,178485,150624.75
2021-01-27T09:00:00-03:00,115735,117860,114830,115831,234455,156765.25
2021-01-28T09:00:00-03:00,115510,119450,115465,118994,184715,161334.5
2021-01-29T09:00:00-03:00,118765,118765,114710,115056,234390,167894.75
2021-02-01T09:00:00-03:00,116400,117985,115675,117385,183320,171369
2021-02-02T09:00:00-03:00,118295,119900,117720,118307,198335,173195
2021-02-03T09:00:00-03:00,118995,120375,118555,119748,152385,171867
2021-02-04T09:00:00-03:00,120105,120675,118825,119218,126705,169122.5
2021-02-05T09:00:00-03:00,119560,121200,119375,120200,127110,166675.75
2021-02-08T09:00:00-03:00,120650,120880,119055,119743,134190,163900.25
2021-02-09T09:00:00-03:00,119665,119980,118175,119369,126760,162031
2021-02-10T09:00:00-03:00,119800,119825,117835,118340,154740,164105
2021-02-11T09:00:00-03:00,118500,120320,118435,119223,142875,159402.25
2021-02-12T09:00:00-03:00,118995,119765,118035,119380,117885,159352
2021-02-17T09:00:00-03:00,119750,120800,119030,120586,95320,156501.5
2021-02-18T09:00:00-03:00,120500,121050,118615,119285,176960,158207.75
2021-02-19T09:00:00-03:00,118545,119415,117965,118613,146240,157342.75
2021-02-22T09:00:00-03:00,113100,114605,111725,112709,249050,163059.75
2021-02-23T09:00:00-03:00,113115,115745,112800,115339,183985,164351.75
2021-02-24T09:00:00-03:00,115355,116370,114750,115805,141395,164465
2021-02-25T09:00:00-03:00,116035,116725,111795,112264,204935,165787.5
2021-02-26T09:00:00-03:00,112000,113640,109785,110136,249590,166544.25
2021-03-01T09:00:00-03:00,111300,112660,110070,110262,193665,166991.75
2021-03-02T09:00:00-03:00,109910,112625,107300,111586,346770,172610.75
