Datas,Volume
2021-11-09,26
2021-11-10,23
2021-11-11,21
2021-11-12,11
2021-11-15,23
2021-11-16,21
2021-11-17,31
2021-11-18,15
2021-11-19,12
2021-11-22,33
2021-11-23,37
2021-11-24,32
2021-11-25,28
2021-11-26,12
2021-11-29,22
2021-11-30,22
2021-12-01,28
2021-12-02,27
2021-12-03,10
2021-12-06,13
2021-12-07,32
2021-12-08,27
2021-12-09,24
2021-12-10,12
2021-12-13,23
2021-12-14,30
2021-12-15,22
2021-12-16,34
2021-12-17,25
2021-12-20,29
2021-12-21,13
2021-12-22,6
2021-12-23,12
2021-12-24,10
2021-12-27,8
2021-12-28,10
2021-12-29,9
2021-12-30,12
2021-12-31,10
2022-01-03,7
2022-01-04,10
2022-01-05,12
2022-01-06,11
2022-01-07,8
2022-01-10,13
2022-01-11,7
2022-01-12,11
2022-01-13,6
2022-01-14,10
2022-01-17,11
2022-01-18,10
2022-01-19,10
2022-01-20,8
2022-01-21,12
2022-01-24,17
2022-01-25,14
2022-01-26,15
2022-01-27,18
2022-01-28,14
2022-01-31,24
2022-02-01,16
2022-02-02,29
2022-02-03,30
2022-02-04,17
2022-02-07,26
2022-02-08,23
2022-02-09,33
2022-02-10,26
2022-02-11,23
2022-02-14,34
2022-02-15,25
2022-02-16,25
2022-02-17,30
2022-02-18,16
2022-02-21,10
2022-02-22,43
2022-02-23,36
2022-02-24,38
2022-02-25,28
2022-02-28,14
2022-03-01,10
2022-03-02,16
2022-03-03,18
2022-03-04,11
2022-03-07,32
2022-03-08,18
2022-03-09,32
2022-03-10,24
2022-03-11,18
